record_id,redcap_survey_identifier,welcome_timestamp,subid,assignment_id,study_id,welcome_complete,consent_timestamp,consent_1,consent_complete,demographics_timestamp,gender,other_gender,age,country_born,other_country,years_in_us,years,occupation,race___1,race___2,race___3,race___4,race___5,race___6,race___7,demographics_complete,game_timestamp,game_complete,participant_ratings_timestamp,mead_name,clr_accordion_2,exp_accordion_2,lrg_accordion_2,clr_apple_2,exp_apple_2,lrg_apple_2,clr_apple_4,exp_apple_4,lrg_apple_4,clr_asian_05,exp_asian_05,lrg_asian_05,clr_bacon_2,exp_bacon_2,lrg_bacon_2,clr_bag_college_01,exp_bag_college_01,lrg_bag_college_01,clr_bag_college_05,exp_bag_college_05,lrg_bag_college_05,clr_bag_girl_04,exp_bag_girl_04,lrg_bag_girl_04,clr_bag_women_03,exp_bag_women_03,lrg_bag_women_03,clr_bag_women_04,exp_bag_women_04,lrg_bag_women_04,clr_bagel_4,exp_bagel_4,lrg_bagel_4,clr_ball_05,exp_ball_05,lrg_ball_05,clr_ballet_shoe_02,exp_ballet_shoe_02,lrg_ballet_shoe_02,clr_banana_2,exp_banana_2,lrg_banana_2,clr_beads_3,exp_beads_3,lrg_beads_3,clr_beads_4,exp_beads_4,lrg_beads_4,clr_berries_4,exp_berries_4,lrg_berries_4,clr_berries_05,exp_berries_05,lrg_berries_05,clr_bike_04,exp_bike_04,lrg_bike_04,clr_bike_05,exp_bike_05,lrg_bike_05,clr_bike_06,exp_bike_06,lrg_bike_06,clr_binocular_02,exp_binocular_02,lrg_binocular_02,clr_bowling_03,exp_bowling_03,lrg_bowling_03,clr_bracelet_01,exp_bracelet_01,lrg_bracelet_01,clr_burger_01,exp_burger_01,lrg_burger_01,clr_burger_4,exp_burger_4,lrg_burger_4,clr_cam_corder_3,exp_cam_corder_3,lrg_cam_corder_3,clr_camera_3,exp_camera_3,lrg_camera_3,clr_camera_4,exp_camera_4,lrg_camera_4,clr_candy_2,exp_candy_2,lrg_candy_2,clr_chess_4,exp_chess_4,lrg_chess_4,clr_chicken_3,exp_chicken_3,lrg_chicken_3,clr_chips_01,exp_chips_01,lrg_chips_01,clr_chips_02,exp_chips_02,lrg_chips_02,clr_chocolate_2,exp_chocolate_2,lrg_chocolate_2,clr_chocolate_cake_1,exp_chocolate_cake_1,lrg_chocolate_cake_1,clr_chocolate3,exp_chocolate3,lrg_chocolate3,clr_chocolate6,exp_chocolate6,lrg_chocolate6,clr_cologne_1,exp_cologne_1,lrg_cologne_1,clr_cologne_2,exp_cologne_2,lrg_cologne_2,clr_cone_1,exp_cone_1,lrg_cone_1,clr_cookie1,exp_cookie1,lrg_cookie1,clr_cookie3,exp_cookie3,lrg_cookie3,clr_cube_2,exp_cube_2,lrg_cube_2,clr_cupcake,exp_cupcake,lrg_cupcake,clr_dice_4,exp_dice_4,lrg_dice_4,clr_domino_3,exp_domino_3,lrg_domino_3,clr_drums_2,exp_drums_2,lrg_drums_2,clr_earrings_04,exp_earrings_04,lrg_earrings_04,clr_fitness_04,exp_fitness_04,lrg_fitness_04,clr_fitness_07,exp_fitness_07,lrg_fitness_07,clr_fitness_08,exp_fitness_08,lrg_fitness_08,clr_frisbee_4,exp_frisbee_4,lrg_frisbee_4,clr_frisbee_5,exp_frisbee_5,lrg_frisbee_5,clr_green_beans_1,exp_green_beans_1,lrg_green_beans_1,clr_greens_01,exp_greens_01,lrg_greens_01,clr_greens_06,exp_greens_06,lrg_greens_06,clr_greens_07,exp_greens_07,lrg_greens_07,clr_guitar_5,exp_guitar_5,lrg_guitar_5,clr_head_band_01,exp_head_band_01,lrg_head_band_01,clr_headphones_1,exp_headphones_1,lrg_headphones_1,clr_headphones_4,exp_headphones_4,lrg_headphones_4,clr_helicopter_1,exp_helicopter_1,lrg_helicopter_1,clr_ice_skates_6,exp_ice_skates_6,lrg_ice_skates_6,clr_lip_02_final,exp_lip_02_final,lrg_lip_02_final,clr_lip_04_final,exp_lip_04_final,lrg_lip_04_final,clr_mac_cheese_01,exp_mac_cheese_01,lrg_mac_cheese_01,clr_makeup_02,exp_makeup_02,lrg_makeup_02,clr_makeup_4,exp_makeup_4,lrg_makeup_4,clr_meat_01,exp_meat_01,lrg_meat_01,clr_microscope_3,exp_microscope_3,lrg_microscope_3,clr_mikado_3,exp_mikado_3,lrg_mikado_3,clr_muffin2,exp_muffin2,lrg_muffin2,clr_nail01_final,exp_nail01_final,lrg_nail01_final,clr_nail04_final,exp_nail04_final,lrg_nail04_final,clr_necklace_01,exp_necklace_01,lrg_necklace_01,clr_necklace_03,exp_necklace_03,lrg_necklace_03,clr_notebook_6,exp_notebook_6,lrg_notebook_6,clr_notebook_7,exp_notebook_7,lrg_notebook_7,clr_oil_1,exp_oil_1,lrg_oil_1,clr_oil_5,exp_oil_5,lrg_oil_5,clr_paper_3,exp_paper_3,lrg_paper_3,clr_parfait_2,exp_parfait_2,lrg_parfait_2,clr_pencil_2,exp_pencil_2,lrg_pencil_2,clr_piano_3,exp_piano_3,lrg_piano_3,clr_piano_4,exp_piano_4,lrg_piano_4,clr_pie3,exp_pie3,lrg_pie3,clr_pizza_03,exp_pizza_03,lrg_pizza_03,clr_pizza_05,exp_pizza_05,lrg_pizza_05,clr_pokerchips_3,exp_pokerchips_3,lrg_pokerchips_3,clr_pomegranate_01,exp_pomegranate_01,lrg_pomegranate_01,clr_quinoa_01,exp_quinoa_01,lrg_quinoa_01,clr_radio_3,exp_radio_3,lrg_radio_3,clr_record_4,exp_record_4,lrg_record_4,clr_ribbon_4,exp_ribbon_4,lrg_ribbon_4,clr_ring_03,exp_ring_03,lrg_ring_03,clr_roller_skates_01,exp_roller_skates_01,lrg_roller_skates_01,clr_roller_skates_02,exp_roller_skates_02,lrg_roller_skates_02,clr_rucksack_02,exp_rucksack_02,lrg_rucksack_02,clr_rucksack_04,exp_rucksack_04,lrg_rucksack_04,clr_running_shoe_03,exp_running_shoe_03,lrg_running_shoe_03,clr_salmon,exp_salmon,lrg_salmon,clr_sandwich_2,exp_sandwich_2,lrg_sandwich_2,clr_sandwich_3,exp_sandwich_3,lrg_sandwich_3,clr_sandwich_5,exp_sandwich_5,lrg_sandwich_5,clr_shrimp_02,exp_shrimp_02,lrg_shrimp_02,clr_skateboard_06,exp_skateboard_06,lrg_skateboard_06,clr_sneaker_01,exp_sneaker_01,lrg_sneaker_01,clr_sneaker_04,exp_sneaker_04,lrg_sneaker_04,clr_snorkling_3,exp_snorkling_3,lrg_snorkling_3,clr_soup_03,exp_soup_03,lrg_soup_03,clr_sports_bag_03,exp_sports_bag_03,lrg_sports_bag_03,clr_sunglasses_01,exp_sunglasses_01,lrg_sunglasses_01,clr_sunglasses_03,exp_sunglasses_03,lrg_sunglasses_03,clr_tart1,exp_tart1,lrg_tart1,clr_violin_2,exp_violin_2,lrg_violin_2,clr_watch_01,exp_watch_01,lrg_watch_01,clr_watch_04,exp_watch_04,lrg_watch_04,clr_wrap_02,exp_wrap_02,lrg_wrap_02,clr_yarn_5,exp_yarn_5,lrg_yarn_5,participant_ratings_complete,post_study_survey_timestamp,how_was_study,purpose_1,difficulties,post_study_survey_complete,payment_timestamp,payment_complete
11,,"2021-06-11 03:02:47",5f3da03cd9a75c1a10576b42,60c30a7939fcb33ddd0ba646,60c26f29978f91950fde551a,2,,,0,,,,,,,,,,0,0,0,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,,0
12,,"2021-06-11 03:02:55",5f9043082c13990b3a8299f9,60c2f9cc35701875bafa5ee4,60c26f29978f91950fde551a,2,"2021-06-11 03:04:05",1,2,"2021-06-11 03:04:39",1,,23,2,Zambia,2,2,Student,0,0,0,1,0,0,0,2,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,,0
13,,"2021-06-11 03:03:08",5f3da03cd9a75c1a10576b42,60c30a7939fcb33ddd0ba646,60c26f29978f91950fde551a,2,"2021-06-11 03:03:45",1,2,"2021-06-11 03:04:01",1,,19,1,,1,,Student,0,1,0,0,0,0,0,2,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,,0
14,,"2021-06-11 03:19:39",60c2cb30a5206b00dd595dc5,60c30e7daa77e71bb059aba5,60c26f29978f91950fde551a,2,,,0,,,,,,,,,,0,0,0,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,,0
15,,"2021-06-11 03:38:16",60b9c29d06673fa36e5d81bb,60c31226de09859ac1eb4617,60c26f29978f91950fde551a,2,"2021-06-11 03:40:20",1,2,"2021-06-11 03:41:08",2,,19,1,,1,,student,0,1,0,0,1,0,0,2,"2021-06-11 04:16:27",2,"2021-06-11 04:38:16",,5,8,7,10,1,2,9,1,2,6,2,3,7,1,1,6,4,8,7,6,7,8,4,7,10,5,7,4,5,6,3,1,2,7,2,4,2,3,3,10,1,4,10,1,1,9,1,1,8,1,1,10,1,1,1,7,9,6,6,8,5,6,9,6,6,3,4,1,4,1,3,1,4,1,2,5,1,2,2,4,2,1,8,3,1,6,2,6,1,1,2,2,1,9,2,2,3,1,1,4,1,1,3,1,2,2,1,2,2,1,1,1,1,1,2,7,2,3,5,2,6,1,4,3,1,1,3,1,1,9,1,2,5,1,1,1,1,1,1,1,1,3,7,6,1,3,1,1,7,10,1,7,10,1,7,10,10,1,2,8,1,2,9,1,1,5,1,1,7,1,1,8,1,1,5,4,5,10,1,2,9,4,3,7,4,2,5,3,2,1,3,4,7,1,1,5,1,1,7,1,2,4,1,1,4,2,1,4,2,2,1,4,4,5,1,1,4,1,1,1,1,1,9,1,1,6,2,1,3,2,1,9,1,2,10,1,2,8,3,4,6,4,3,9,1,2,7,1,2,9,1,1,1,10,10,1,10,10,6,1,3,6,1,3,3,1,3,6,1,1,7,1,2,7,1,2,5,3,4,1,3,4,8,1,1,6,2,1,3,3,4,7,4,5,1,2,6,7,2,6,7,2,3,8,1,2,7,1,3,6,1,2,7,1,2,9,1,2,6,2,5,3,1,3,10,2,3,5,1,3,7,1,2,1,3,7,1,2,2,1,3,2,8,1,3,5,6,5,1,2,1,7,2,1,5,1,2,6,1,1,2,"2021-06-11 04:42:12","I thought it was very interesting with how I was asked to arrange the objects and have to consider how similar or opposite they are to all of the other objects.","My best guess is that this study is focused on how people connect two ideas that are completely unalike to each other.","The survey didn't tell me it took my prolific ID and it didn't ask me for it so I will put it here in case: 60b9c29d06673fa36e5d81bb",2,,0
16,,"2021-06-11 03:49:21",60b7b8126c0c4524e913236e,60c315585be2a0d1b4c3d8b4,60c26f29978f91950fde551a,2,"2021-06-11 03:50:08",1,2,"2021-06-11 03:50:41",1,,21,1,,1,,Student,0,0,0,0,1,0,0,2,"2021-06-11 04:23:39",2,"2021-06-11 04:46:00",,8,9,8,7,1,1,7,1,1,8,2,2,5,2,1,3,4,3,3,4,3,6,4,3,7,4,3,4,4,3,3,2,2,4,2,3,1,2,2,8,1,1,10,2,1,9,1,1,8,1,1,7,1,1,2,7,8,5,7,8,4,7,8,5,3,2,3,1,2,3,3,1,4,2,2,6,2,2,2,3,2,2,5,3,3,4,3,7,1,1,5,2,1,7,2,2,7,1,1,7,1,1,5,1,1,5,2,1,2,1,1,3,1,1,7,3,1,7,3,1,8,3,3,3,1,1,3,1,1,8,2,2,7,1,1,3,1,1,3,1,1,6,6,5,3,3,1,3,9,9,3,8,9,3,8,9,8,2,1,8,2,1,4,1,1,4,1,1,4,1,1,3,1,1,4,6,4,5,1,1,8,5,2,8,4,2,8,3,2,3,2,3,7,2,1,7,2,1,7,2,2,6,3,2,6,3,2,8,3,2,3,4,3,10,2,2,5,1,1,4,2,1,9,2,1,6,3,2,6,3,2,9,1,2,10,1,2,9,3,2,7,3,2,9,2,1,9,2,2,10,2,2,3,9,8,3,10,9,3,2,2,4,2,2,2,2,2,7,2,1,7,2,1,4,2,2,6,4,3,1,2,2,7,1,1,3,3,1,4,3,2,7,3,2,3,3,3,4,3,3,2,3,2,7,2,2,7,2,2,7,2,1,7,2,1,9,2,2,6,4,3,5,4,2,7,3,2,5,3,2,7,2,2,3,3,3,4,4,1,4,4,1,7,2,2,3,7,3,4,6,2,4,6,2,7,1,2,8,1,1,2,"2021-06-11 04:46:27","Great study","Human perception",No,2,"2021-06-11 04:46:33",2
17,,"2021-06-11 04:10:47",5f13c80de764c617c6b83856,60c31a78e8ea88bb78e2b87c,60c26f29978f91950fde551a,2,,,0,,,,,,,,,,0,0,0,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,,0
18,,"2021-06-11 04:26:50",60aef7d156d2134b8e20d737,60c31e3d6030f17d20f4fd64,60c26f29978f91950fde551a,2,"2021-06-11 04:27:01",1,2,"2021-06-11 04:27:31",2,,23,1,,1,,"Forensic Anthropologist ",0,0,0,0,1,0,0,2,"2021-06-11 05:04:39",2,"2021-06-11 05:23:14",,5,8,5,9,1,1,9,1,1,7,1,1,3,1,1,1,3,2,1,2,2,7,7,2,9,2,2,1,2,2,1,1,1,8,2,2,1,3,1,8,1,1,10,1,1,10,1,1,10,1,1,9,1,1,3,5,5,9,5,5,6,5,5,2,4,2,5,3,2,1,2,1,1,1,1,7,1,1,1,5,1,1,5,1,1,5,1,8,1,1,2,3,2,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,4,1,7,2,2,1,1,1,1,1,1,9,1,1,6,1,1,1,1,1,1,1,1,2,5,5,1,3,1,1,9,10,1,9,10,1,10,10,7,1,2,9,1,2,7,1,1,6,1,1,8,1,1,4,1,1,1,3,4,1,1,1,7,5,2,4,2,2,5,3,3,1,5,2,5,1,1,7,1,1,5,1,1,3,1,1,2,1,1,5,1,1,1,8,3,10,1,1,1,1,1,2,1,1,10,1,1,8,3,1,1,2,1,10,2,2,10,2,2,10,4,5,10,4,2,10,1,2,10,1,1,10,1,1,1,10,9,1,10,10,2,1,1,5,1,1,4,1,1,9,2,1,8,1,1,8,1,1,1,4,3,1,3,2,10,1,1,1,3,1,1,4,2,7,4,2,1,2,2,5,2,2,1,1,2,4,1,1,5,1,1,5,1,1,2,1,1,10,1,1,5,3,3,1,2,2,7,1,2,4,1,2,5,1,1,1,3,3,1,4,2,1,4,2,7,1,1,1,4,3,1,5,1,5,5,1,7,1,1,10,1,1,2,"2021-06-11 05:23:42","Interesting ","Not sure","Very hard to move pictures around on iPhone screen ",2,"2021-06-11 05:23:47",2
19,,"2021-06-11 04:31:02",5e2acd00454b3f000d41d3e3,60c31ed124d033f41ea4d664,60c26f29978f91950fde551a,2,"2021-06-11 04:31:25",1,2,"2021-06-11 04:33:13",1,,23,1,,1,,Cashier,0,0,0,0,0,1,0,2,"2021-06-11 05:22:33",2,"2021-06-11 05:53:35",,8,8,8,3,3,3,3,2,1,4,2,2,1,1,1,2,4,4,3,5,4,5,4,4,6,4,4,2,2,3,2,1,1,3,3,2,1,1,1,2,1,1,8,4,3,10,4,1,7,3,1,5,2,1,1,6,7,1,7,8,5,9,8,3,6,3,1,1,1,2,4,1,1,1,2,2,1,2,1,8,3,1,10,4,1,8,3,3,2,2,2,5,1,6,2,3,2,1,1,1,1,1,1,3,2,2,2,1,1,1,1,1,1,1,1,7,1,2,8,1,5,2,2,1,2,2,2,1,1,8,2,2,2,2,1,1,1,1,1,1,1,2,7,7,2,10,1,1,10,10,1,9,9,1,10,10,4,4,2,3,2,2,2,1,1,1,1,1,3,1,1,1,1,1,2,8,5,2,1,1,2,7,3,4,7,4,3,5,5,2,5,4,4,2,1,2,3,1,2,3,2,4,5,2,2,4,2,4,5,2,1,10,5,5,2,1,1,1,1,1,8,1,6,3,1,2,3,2,2,2,1,5,1,1,10,2,1,9,10,3,2,10,2,9,3,2,5,2,2,10,2,2,1,10,10,1,10,10,1,2,2,4,2,3,1,2,2,5,1,1,2,1,1,4,2,2,1,4,2,1,8,9,7,3,3,1,10,1,1,3,2,3,3,2,1,3,2,3,2,2,1,3,1,4,3,2,3,2,2,4,2,2,4,3,2,9,4,2,6,3,6,1,2,1,3,2,2,1,2,2,1,1,1,1,4,4,1,6,1,1,5,1,3,3,2,1,10,2,1,8,1,4,5,1,5,1,2,5,1,1,2,"2021-06-11 05:54:36",Long,"Ability to find similarities between things",no,2,"2021-06-11 05:54:44",2
20,,"2021-06-11 04:35:41",5f0e9896f5e4e11e12c8f5ac,60c32055369a1bd5e2a54bc0,60c26f29978f91950fde551a,2,,,0,,,,,,,,,,0,0,0,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,,0
21,,"2021-06-11 04:37:05",5f0e9896f5e4e11e12c8f5ac,60c32055369a1bd5e2a54bc0,60c26f29978f91950fde551a,2,"2021-06-11 04:38:05",1,2,"2021-06-11 04:38:27",1,,22,1,,1,,"Home Remodeler",0,0,0,0,1,0,0,2,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,,0
22,,"2021-06-11 05:04:19",60b69c51baff09d728841783,60c326d54a1c73149612121e,60c26f29978f91950fde551a,2,"2021-06-11 05:04:31",1,2,"2021-06-11 05:04:58",2,,25,1,,2,3,student,0,0,0,0,1,0,0,2,"2021-06-11 05:42:06",2,"2021-06-11 06:00:48",,8,9,5,7,1,1,6,1,1,9,2,2,2,1,1,4,3,3,3,6,3,5,5,3,8,8,4,2,2,2,1,1,1,6,4,2,1,3,1,5,1,1,9,1,1,9,1,1,9,1,1,6,1,1,2,7,5,8,8,7,9,9,7,2,8,1,1,1,1,1,5,1,1,1,1,4,1,1,2,5,2,1,9,2,2,7,1,3,1,1,3,1,1,5,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,2,1,1,6,1,2,6,1,4,2,1,1,2,2,2,1,1,6,3,1,2,1,1,2,1,1,2,1,1,2,8,4,1,10,1,1,10,8,1,8,8,1,9,8,4,1,1,4,1,1,4,1,1,6,1,1,8,1,1,7,1,1,2,7,3,5,1,1,5,7,2,5,7,1,6,7,1,1,6,1,5,3,1,3,3,1,2,1,1,3,3,1,2,4,1,8,7,1,2,9,2,9,1,1,2,1,1,1,4,1,8,1,1,8,8,1,3,5,1,8,1,1,10,1,1,10,9,2,9,9,2,9,1,1,7,1,1,10,1,1,1,10,4,1,10,5,2,1,1,4,2,1,1,1,1,3,1,1,2,1,1,4,1,1,2,3,1,1,6,3,5,1,1,2,9,1,1,2,1,6,6,2,2,2,3,2,4,2,2,3,1,8,1,1,8,1,1,5,1,1,8,3,1,10,3,1,3,6,2,2,2,1,5,1,1,2,2,2,5,1,1,1,3,3,1,2,1,1,2,1,6,1,1,1,9,1,1,7,1,4,2,1,5,1,1,6,1,1,2,"2021-06-11 06:01:39","a little strange, but okay","to study how people classify objects","i am using the latest firefox and no, all smooth",2,"2021-06-11 06:01:42",2
23,,"2021-06-11 05:07:59",60bbb7c0de3f7509be276357,60c32575a56762d03242968f,60c26f29978f91950fde551a,2,"2021-06-11 05:18:29",1,2,"2021-06-11 05:19:15",2,,23,1,,1,,"Softver Developer",0,0,0,0,1,0,0,2,"2021-06-11 05:52:04",2,"2021-06-11 06:12:13",,8,5,7,5,1,3,5,2,1,5,3,3,2,2,1,2,3,4,2,4,4,4,5,2,6,6,2,1,4,3,1,2,1,2,2,3,1,3,1,5,2,1,9,1,1,7,1,1,6,2,1,5,2,1,1,4,4,3,4,4,3,3,4,1,6,1,3,2,2,1,4,1,1,1,1,3,1,1,1,7,1,1,5,1,1,3,1,7,1,1,1,4,1,4,3,1,4,1,1,4,1,1,3,3,1,2,5,1,1,1,1,1,3,1,1,5,1,1,4,1,6,2,2,2,1,1,2,2,1,7,3,1,5,3,1,1,1,1,1,2,2,3,5,6,1,4,1,1,7,7,1,7,7,1,7,7,5,2,2,6,2,2,3,1,2,3,2,2,3,1,2,2,1,2,2,5,5,5,2,1,5,4,3,4,6,3,5,4,2,1,4,2,7,4,1,6,3,1,3,1,2,3,3,1,3,3,1,2,5,2,1,6,2,9,1,1,2,2,1,1,4,1,10,3,1,5,3,1,2,3,1,7,2,2,10,1,3,6,5,5,3,4,5,7,2,1,8,3,2,8,2,1,1,8,10,1,9,10,2,3,3,3,2,3,1,2,3,6,1,1,5,2,1,2,2,2,2,3,4,1,4,3,8,1,2,2,9,1,1,4,2,8,3,2,1,3,5,4,3,5,3,3,2,3,3,2,4,3,2,4,1,2,2,2,2,4,3,3,4,3,4,1,2,3,6,2,3,3,3,3,2,1,3,1,3,5,1,4,2,1,3,2,6,2,3,2,4,3,1,6,1,4,3,2,2,2,1,3,1,2,2,"2021-06-11 06:14:12","It was alright, a bit repetative but that's understandable","Not sure. Maybe what causes associations between items?","When I tried to start the study it froze my laptop for about 5 minutes but after that not really",2,,0
24,,"2021-06-11 05:09:23",5655f5bad970d1000b831fbb,60c32814be73cda0e35b3956,60c26f29978f91950fde551a,2,"2021-06-11 05:09:35",1,2,"2021-06-11 05:09:54",2,,25,1,,1,,Unemployed,0,0,0,0,1,0,0,2,"2021-06-11 05:42:04",2,"2021-06-11 05:55:37",,4,8,7,5,1,1,5,1,1,5,2,1,2,1,1,5,8,4,2,8,4,5,9,5,5,9,5,2,7,5,1,4,1,5,2,3,2,6,2,5,1,1,9,1,2,9,4,1,10,1,1,5,1,1,1,6,8,3,7,8,5,7,7,2,9,3,2,4,3,2,8,1,1,1,2,4,3,2,1,4,3,1,9,3,1,4,3,5,1,1,2,4,2,3,3,3,2,2,3,4,2,3,1,3,2,2,7,2,1,1,1,2,4,2,1,8,3,2,8,3,5,2,5,1,1,6,2,7,1,7,1,2,6,4,2,1,3,1,1,2,1,4,7,7,1,8,1,1,10,10,1,10,10,1,10,10,3,1,4,3,1,4,2,1,1,2,1,3,2,1,2,1,1,3,2,8,6,2,4,3,2,6,4,4,7,4,3,7,3,1,7,3,2,7,1,2,8,1,2,4,2,5,6,2,4,6,2,5,7,3,1,9,3,9,1,3,1,5,2,1,7,3,9,5,1,3,5,3,2,5,3,7,2,4,10,3,3,6,7,5,4,6,5,8,2,4,7,7,3,9,5,3,1,9,8,1,10,10,1,4,4,4,6,5,2,4,5,3,2,2,4,2,3,2,2,3,2,6,3,1,5,4,8,2,4,2,9,1,2,5,3,4,5,3,2,7,5,2,4,5,2,4,2,4,2,4,5,2,4,5,2,3,3,6,2,8,2,2,3,6,6,2,6,3,3,6,3,2,2,3,2,2,2,1,7,5,1,6,2,1,7,2,3,3,4,1,8,8,1,8,1,2,6,1,6,1,2,9,1,1,2,"2021-06-11 05:56:38","I'm a bit exhausted from arranging the objects so much","opinions of categories of objects",no,2,"2021-06-11 05:57:00",2
